sample	input	filtered	percent.pass	denoised	merged	percent.merged	non-chimeric	percent.non-chimeric	forward-trunc.	reverse-trunc.
L12A	144574	100226	69.33	100047	98946	68.44	89835	62.14	295	0
L12B	111882	77795	69.53	77680	75825	67.77	71347	63.77	295	0
L12C	128798	90150	69.99	89920	88339	68.59	82615	64.14	295	0
L12D	86194	59527	69.06	59400	57691	66.93	54464	63.19	295	0
L14A	117793	81393	69.1	81234	80327	68.19	75988	64.51	295	0
L14B	85586	59736	69.8	59585	58698	68.58	54505	63.68	295	0
L14C	113203	76985	68.01	76857	75790	66.95	71443	63.11	295	0
L14D	90326	62520	69.22	62431	61676	68.28	58806	65.1	295	0
L15A	102407	68260	66.66	68087	67418	65.83	64718	63.2	295	0
L15B	104089	67364	64.72	67173	65896	63.31	60519	58.14	295	0
L15C	146321	98014	66.99	97866	96888	66.22	93389	63.82	295	0
L17A	110582	74128	67.03	73977	71846	64.97	64205	58.06	295	0
L17B	109557	70925	64.74	70691	69149	63.12	60919	55.6	295	0
L17C	98384	65942	67.03	65762	64440	65.5	59781	60.76	295	0
L17D	117175	76679	65.44	76560	74953	63.97	69339	59.18	295	0
L19A	129456	86098	66.51	85890	84053	64.93	74277	57.38	295	0
L19B	90405	59136	65.41	59069	58044	64.2	52232	57.78	295	0
L19C	99903	67462	67.53	67216	65889	65.95	59867	59.93	295	0
L19D	119597	79253	66.27	79120	77626	64.91	70404	58.87	295	0
L20A	94262	62209	66	62095	61046	64.76	57594	61.1	295	0
L20B	120645	79632	66.01	79440	78237	64.85	73402	60.84	295	0
L20CD	97497	62249	63.85	62048	60882	62.44	56847	58.31	295	0
L22A	127934	88310	69.03	88131	86749	67.81	81879	64	295	0
L22B	71259	44801	62.87	44641	43669	61.28	40835	57.31	295	0
L22C	87257	54821	62.83	54701	53098	60.85	48442	55.52	295	0
L22D	93790	64440	68.71	64250	63095	67.27	59088	63	295	0
L23A	119613	82328	68.83	82201	81380	68.04	77237	64.57	295	0
L23D	98685	67841	68.74	67732	66952	67.84	63234	64.08	295	0
L24A	113095	78390	69.31	78216	77307	68.36	74091	65.51	295	0
L24B	86161	60577	70.31	60424	59737	69.33	57237	66.43	295	0
L6A	104665	68954	65.88	68815	67702	64.68	60096	57.42	295	0
L6B	83669	58284	69.66	58085	57145	68.3	50700	60.6	295	0
L6C	121031	82939	68.53	82786	81659	67.47	76099	62.88	295	0
L6D	88905	60914	68.52	60798	59967	67.45	56820	63.91	295	0
E10A	90164	82262	91.24	81942	86	0.1	86	0.1	200	200
E10B	62500	54442	87.11	54089	129	0.21	129	0.21	200	200
E10C	92003	82571	89.75	82123	113	0.12	113	0.12	200	200
E11A	78819	65079	82.57	63433	2539	3.22	2358	2.99	200	200
E11B	87696	78390	89.39	77981	131	0.15	105	0.12	200	200
E11C	95594	83615	87.47	82730	790	0.83	786	0.82	200	200
E12A	66702	61530	92.25	61314	8	0.01	8	0.01	200	200
E12B	99901	91995	92.09	91764	68	0.07	68	0.07	200	200
E12C	146858	135302	92.13	134980	7	0	7	0	200	200
E14A	130829	117319	89.67	116700	145	0.11	145	0.11	200	200
E14B	84586	77140	91.2	76886	28	0.03	28	0.03	200	200
E14D	80001	71348	89.18	70591	265	0.33	265	0.33	200	200
E15A	55934	47949	85.72	47455	234	0.42	234	0.42	200	200
E15C	90660	78356	86.43	77868	464	0.51	464	0.51	200	200
E15D	91524	80369	87.81	79660	404	0.44	404	0.44	200	200
E17A	74993	61654	82.21	60582	1821	2.43	1607	2.14	200	200
E17B	39698	33519	84.43	32942	546	1.38	546	1.38	200	200
E17C	52394	43329	82.7	42490	1000	1.91	970	1.85	200	200
E17D	18688	15262	81.67	15069	55	0.29	55	0.29	200	200
E19A	62548	54366	86.92	53845	373	0.6	373	0.6	200	200
E19B	96491	82993	86.01	82339	745	0.77	714	0.74	200	200
E19C	109705	92273	84.11	90900	1955	1.78	1880	1.71	200	200
E19D	46879	39674	84.63	39308	207	0.44	158	0.34	200	200
E20A	86810	77965	89.81	77628	127	0.15	127	0.15	200	200
E20B	107416	97434	90.71	96964	135	0.13	135	0.13	200	200
E20C	138402	126667	91.52	126409	56	0.04	56	0.04	200	200
E22A	101194	91494	90.41	91201	48	0.05	48	0.05	200	200
E22B	144055	132536	92	132278	14	0.01	14	0.01	200	200
E22D	78502	71312	90.84	71111	9	0.01	9	0.01	200	200
E23B	86891	75474	86.86	75139	240	0.28	240	0.28	200	200
E23C	93865	85754	91.36	85554	17	0.02	17	0.02	200	200
E23D	154959	141444	91.28	140977	84	0.05	84	0.05	200	200
E24A	135722	117634	86.67	116734	989	0.73	917	0.68	200	200
E24B	75745	62224	82.15	61782	403	0.53	394	0.52	200	200
E24C	86781	79118	91.17	78864	14	0.02	14	0.02	200	200
E6A	127636	114035	89.34	113239	520	0.41	520	0.41	200	200
E6B	69684	62374	89.51	61663	301	0.43	301	0.43	200	200
E6D	52666	44370	84.25	44084	216	0.41	216	0.41	200	200
L10A	77831	71050	91.29	70884	0	0	0	0	200	200
L10B	97025	88523	91.24	88374	0	0	0	0	200	200
L10C	147240	133757	90.84	133470	11	0.01	11	0.01	200	200
L10D	91473	83354	91.12	83146	26	0.03	26	0.03	200	200
L11A	90428	78912	87.27	78467	105	0.12	105	0.12	200	200
L11B	137382	125535	91.38	125313	0	0	0	0	200	200
L11C	137500	125901	91.56	125475	2	0	2	0	200	200
L11D	104055	94640	90.95	94291	93	0.09	93	0.09	200	200
L12A	144574	131982	91.29	131734	3	0	3	0	200	200
L12B	111882	102736	91.83	102523	4	0	4	0	200	200
L12C	128798	117850	91.5	117557	18	0.01	18	0.01	200	200
L12D	86194	78223	90.75	77999	23	0.03	23	0.03	200	200
L14A	117793	108250	91.9	107982	0	0	0	0	200	200
L14B	85586	78119	91.28	77801	0	0	0	0	200	200
L14C	113203	103044	91.03	102753	13	0.01	13	0.01	200	200
L14D	90326	82951	91.84	82760	9	0.01	9	0.01	200	200
L15A	102407	91650	89.5	91345	14	0.01	14	0.01	200	200
L15B	104089	91072	87.49	90757	47	0.05	47	0.05	200	200
L15C	146321	132489	90.55	132272	59	0.04	54	0.04	200	200
L17A	110582	100823	91.17	100614	0	0	0	0	200	200
L17B	109557	99352	90.69	99124	6	0.01	6	0.01	200	200
L17C	98384	89800	91.28	89611	9	0.01	9	0.01	200	200
L17D	117175	106802	91.15	106617	10	0.01	10	0.01	200	200
L19A	129456	117358	90.65	117182	4	0	4	0	200	200
L19B	90405	82271	91	82146	9	0.01	9	0.01	200	200
L19C	99903	90770	90.86	90624	10	0.01	10	0.01	200	200
L19D	119597	108544	90.76	108387	0	0	0	0	200	200
L20A	94262	85999	91.23	85845	0	0	0	0	200	200
L20B	120645	110008	91.18	109799	6	0	6	0	200	200
L20CD	97497	85232	87.42	84965	48	0.05	48	0.05	200	200
L22A	127934	117443	91.8	117173	5	0	5	0	200	200
L22B	71259	65102	91.36	64872	0	0	0	0	200	200
L22C	87257	78839	90.35	78616	0	0	0	0	200	200
L22D	93790	86210	91.92	85992	7	0.01	7	0.01	200	200
L23A	119613	110134	92.08	109940	8	0.01	8	0.01	200	200
L23D	98685	90272	91.47	90131	18	0.02	18	0.02	200	200
L24A	113095	104239	92.17	104034	9	0.01	9	0.01	200	200
L24B	86161	79066	91.77	78927	12	0.01	12	0.01	200	200
L6A	104665	94972	90.74	94795	0	0	0	0	200	200
L6B	83669	76404	91.32	76197	20	0.02	20	0.02	200	200
L6C	121031	110053	90.93	109806	15	0.01	15	0.01	200	200
L6D	88905	80078	90.07	79910	0	0	0	0	200	200
E10A	90164	78576	87.15	78309	51	0.06	51	0.06	225	225
E10B	62500	50949	81.52	50719	124	0.2	124	0.2	225	225
E10C	92003	77608	84.35	77269	80	0.09	80	0.09	225	225
